job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG04,0.5,PG03,0.5,1.5,RM_type_B,Permanent,Male,33,Y,1,level_4,2011,1.0,1,1,2,0,0,0,0,,,,,,
JG04,0.5,PG03,0.5,1.25,RM_type_B,Permanent,Male,31,Y,0,level_4,2013,1.0,1,1,2,0,0,0,1,,,,,,
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Female,30,N,0,level_4,2014,,1,1,1,0,0,0,0,,,,,,
JG04,1.17,PG03,1.17,0.25,RM_type_A,Permanent,Male,33,Y,0,level_4,2013,4.0,4,3,4,0,0,0,0,46.40333333333334,44.99,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,0.5,PG03,0.5,1.25,RM_type_B,Permanent,Male,28,N,0,level_4,2013,1.0,1,1,2,0,0,0,0,,,,,,
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Male,31,N,0,level_4,2012,,1,1,1,0,0,0,0,,,,,,
JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Male,29,N,0,level_4,2014,,1,2,2,0,0,0,0,,,,,,
JG04,2.75,PG03,2.75,1.0,RM_type_A,Permanent,Male,34,Y,2,level_4,2011,6.0,6,4,3,0,2,0,0,71.76666666666667,79.81,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.17,PG03,1.17,1.75,RM_type_A,Permanent,Male,36,Y,2,level_4,2008,5.0,5,4,3,0,3,0,0,65.58999999999999,56.84,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.42,PG03,1.42,0.25,RM_type_B,Permanent,Male,29,Y,1,level_4,2012,4.0,4,3,2,0,1,0,0,69.26,72.78,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.0,RM_type_A,Permanent,Male,33,Y,1,level_4,2009,4.0,4,3,2,0,3,0,0,63.37000000000001,63.94,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,1.5,PG03,1.5,0.25,RM_type_B,Permanent,Male,31,N,0,level_4,2014,4.0,4,3,2,0,3,0,0,40.28,55.93,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,2.42,RM_type_C,Permanent,Male,30,Y,0,level_3,2013,4.0,4,2,3,0,3,0,0,54.13666666666666,62.21,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,36,Y,2,level_4,2010,4.0,4,3,2,0,3,0,1,71.88666666666667,79.41,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,1.58,PG03,1.58,2.42,RM_type_A,Permanent,Male,33,Y,0,level_4,2011,4.0,4,2,3,0,7,0,0,46.05,52.4,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,0.75,PG03,0.75,0.5,RM_type_B,Permanent,Male,28,N,0,level_4,2015,1.0,1,2,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,2.42,RM_type_A,Permanent,Male,32,Y,0,level_3,2009,6.0,6,3,3,0,7,0,0,62.94,64.76,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,0.92,PG03,0.92,0.5,RM_type_B,Permanent,Male,31,Y,1,level_4,2012,1.0,1,2,1,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,2.42,RM_type_A,Permanent,Male,32,Y,2,level_4,2010,4.0,4,2,2,0,5,0,0,60.93333333333334,64.88,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,2.42,RM_type_B,Permanent,Male,32,Y,1,level_4,2016,3.0,3,2,2,0,6,0,0,64.63333333333333,82.86,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Male,30,N,0,level_4,2014,,1,2,2,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,2.42,RM_type_C,Permanent,Female,33,N,0,level_4,2009,4.0,4,3,3,0,5,0,0,59.92333333333334,59.71,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.42,PG03,1.42,1.67,RM_type_B,Permanent,Female,27,N,0,level_4,2013,4.0,4,2,4,0,3,0,0,53.55,63.92,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Male,29,N,0,level_4,2013,1.0,1,2,1,0,0,0,0,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,29,Y,0,level_4,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,3.0,PG04,0.0,1.92,RM_type_C,Permanent,Female,35,Y,2,level_4,2007,7.0,7,5,4,0,0,2,0,65.62666666666667,75.84,0.0,Pencapaian > 1.5,Pencapaian < 50%,reached
JG04,2.08,PG03,2.08,2.42,RM_type_A,Permanent,Male,34,N,0,level_4,2010,6.0,6,3,4,1,6,0,0,54.78,53.96,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG03,1.17,PG01,1.17,1.17,RM_type_B,Contract,Male,29,N,0,level_4,2014,,1,1,1,0,0,0,0,,,,,,
JG04,8.0,PG04,2.0,0.5,RM_type_A,Permanent,Male,40,Y,2,level_4,2003,15.0,15,7,5,0,0,0,0,50.90666666666666,58.61,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG05,1.33,PG05,1.33,2.42,RM_type_C,Permanent,Female,37,Y,2,level_4,2006,12.0,13,6,6,0,6,0,0,69.51,74.31,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,2.42,RM_type_A,Permanent,Male,31,Y,1,level_4,2011,4.0,4,2,4,0,6,0,0,56.49,63.69,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,1.25,PG03,1.25,2.42,RM_type_B,Permanent,Male,33,Y,1,level_4,2011,4.0,4,2,3,0,5,0,0,56.62000000000001,65.95,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Male,29,Y,0,level_4,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Male,34,Y,2,level_4,2009,6.0,6,5,4,0,3,1,0,46.78333333333333,49.9,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.5,PG03,1.5,2.92,RM_type_A,Permanent,Male,29,Y,1,level_4,2013,3.0,3,1,2,0,0,0,0,60.59666666666666,69.36,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG03,0.92,PG01,0.92,0.42,RM_type_B,Contract,Male,29,N,0,level_4,2015,,1,3,2,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,0.92,RM_type_B,Permanent,Female,31,N,0,level_4,2012,3.0,3,2,3,0,7,0,0,56.52333333333333,68.57,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.42,PG03,1.42,0.5,RM_type_A,Permanent,Male,31,Y,0,level_4,2012,3.0,3,2,3,0,3,0,0,40.77333333333333,64.74,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,29,Y,1,level_4,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG04,2.75,PG03,2.75,0.5,RM_type_A,Permanent,Male,32,Y,0,level_4,2010,6.0,6,3,3,0,6,0,0,123.34666666666664,124.76,3.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,1.17,PG03,1.17,2.5,RM_type_B,Permanent,Female,30,N,0,,,4.0,4,3,2,0,0,0,0,62.60666666666666,89.35,1.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.75,PG03,2.75,1.5,RM_type_A,Permanent,Female,34,Y,2,level_4,2009,6.0,6,3,3,0,8,0,0,70.62666666666667,74.82,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.75,PG03,2.75,0.5,RM_type_A,Permanent,Male,37,Y,2,level_4,2005,6.0,6,5,4,1,0,0,0,80.62666666666667,89.34,1.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,2.5,RM_type_C,Permanent,Female,34,Y,0,level_4,2009,4.0,4,2,3,1,1,0,0,111.56,108.31,3.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,1.17,PG03,1.17,1.5,RM_type_A,Permanent,Male,32,Y,1,level_4,2011,4.0,4,2,3,0,1,3,0,104.82,105.6,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Male,32,Y,1,,,4.0,4,2,2,0,4,0,0,89.17666666666666,90.5,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.75,PG04,0.5,2.5,RM_type_A,Permanent,Male,36,N,0,level_4,2006,6.0,6,2,5,0,3,0,0,108.38666666666668,109.36,3.0,Pencapaian 100%-150%,Pencapaian > 1.5,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,30,Y,0,,,4.0,4,4,3,0,2,0,0,57.58000000000001,66.65,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG03,3.0,PG01,3.0,0.5,RM_type_A,Permanent,Male,30,Y,0,level_4,2014,3.0,3,3,2,0,3,0,0,31.87333333333333,38.79,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.33,PG03,1.33,0.5,RM_type_C,Permanent,Male,31,N,0,level_4,2012,3.0,3,2,3,0,3,1,0,56.90666666666666,72.63,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.5,PG03,1.5,2.5,RM_type_A,Permanent,Male,28,N,0,level_4,2012,3.0,3,2,4,0,0,0,0,101.40000000000002,121.32,2.0,Pencapaian 100%-150%,Pencapaian > 1.5,reached
JG04,0.5,PG03,0.5,1.42,RM_type_B,Permanent,Male,33,N,0,level_4,2010,1.0,1,1,2,0,0,0,0,,,,,,
JG04,2.08,PG03,2.08,0.25,RM_type_A,Permanent,Male,37,Y,1,level_3,2005,6.0,6,3,7,0,5,0,0,74.19666666666667,81.77,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,31,N,0,level_4,2012,4.0,4,2,2,1,8,0,0,102.0,106.4,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Male,33,Y,0,,,4.0,4,3,2,0,3,0,0,102.17333333333332,122.09,2.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Male,32,Y,1,,,4.0,4,3,5,0,0,2,0,73.82333333333334,95.64,2.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,1.17,PG03,1.17,0.5,RM_type_C,Permanent,Female,31,N,0,level_4,2013,4.0,4,2,3,0,0,0,0,84.5,93.6,1.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.42,PG03,1.42,2.75,RM_type_C,Permanent,Female,34,Y,2,level_4,2012,3.0,3,1,3,0,3,0,0,98.29,105.69,3.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG03,1.75,PG01,1.75,1.58,RM_type_B,Contract,Male,27,N,0,level_4,2015,,2,2,1,0,0,1,0,,,,,,
JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Female,27,Y,1,level_4,2014,3.0,3,2,3,0,3,2,0,61.84666666666667,68.78,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.33,PG03,1.33,0.5,RM_type_B,Permanent,Female,30,Y,1,level_4,2012,5.0,5,3,3,0,0,7,0,55.27,65.33,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,40,Y,3,level_3,2013,3.0,3,2,2,0,3,0,0,78.03,88.11,1.0,Pencapaian 100%-150%,Pencapaian 50%-100%,not reached
JG04,1.42,PG03,1.42,0.5,RM_type_C,Permanent,Female,36,Y,1,level_4,2007,7.0,7,4,4,0,0,0,0,58.51333333333333,71.41,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,31,Y,2,,,4.0,4,2,3,0,4,0,0,100.19,104.0,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.33,PG03,1.33,0.5,RM_type_B,Permanent,Male,27,N,0,level_4,2014,3.0,3,2,2,0,0,0,0,52.81999999999999,103.02,1.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG03,1.75,PG01,1.75,1.58,RM_type_B,Contract,Male,32,N,0,level_4,2011,,2,2,1,0,4,0,0,,,,,,
JG04,1.58,PG03,1.58,2.5,RM_type_A,Permanent,Male,37,Y,3,,,4.0,4,2,3,0,5,0,0,91.05333333333334,105.45,2.0,Pencapaian 100%-150%,Pencapaian > 1.5,not reached
JG04,1.42,PG03,1.42,0.5,RM_type_A,Permanent,Male,33,Y,1,level_4,2012,3.0,3,2,3,0,0,0,0,76.78,87.11,1.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Female,33,N,0,level_4,2012,3.0,3,2,4,0,2,0,1,80.13333333333333,91.33,2.0,Pencapaian 50%-100%,Pencapaian > 1.5,not reached
JG04,0.75,PG03,0.75,0.75,RM_type_A,Permanent,Male,29,Y,1,level_4,2013,1.0,1,1,2,0,0,0,0,,,,,,
JG03,0.17,PG01,0.17,0.17,RM_type_B,Contract,Male,27,N,0,level_4,2014,,1,1,1,0,0,0,0,,,,,,
JG04,1.17,PG03,1.17,2.5,RM_type_B,Permanent,Male,35,Y,3,level_3,2009,5.0,5,2,3,1,1,0,0,58.61333333333334,76.25,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.5,PG03,0.5,2.5,RM_type_A,Permanent,Female,32,Y,2,,,4.0,4,3,3,0,5,0,0,53.72,55.52,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG03,3.58,PG01,3.58,0.5,RM_type_B,Permanent,Female,30,N,0,,,4.0,4,3,2,0,0,3,1,62.473333333333336,73.88,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.58,PG03,1.58,1.5,RM_type_B,Permanent,Male,30,Y,0,level_4,2012,4.0,4,2,4,0,3,0,0,109.06666666666666,111.02,3.0,Pencapaian > 1.5,Pencapaian 50%-100%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,32,N,0,level_4,2013,3.0,3,3,4,0,0,0,0,70.83,80.62,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.08,PG03,2.08,0.5,RM_type_A,Permanent,Male,30,Y,0,level_4,2011,6.0,6,5,4,3,2,0,0,67.46333333333332,70.21,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_C,Permanent,Female,33,Y,0,level_4,2011,4.0,4,5,4,3,6,1,0,106.35666666666668,108.87,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG03,1.75,PG01,1.75,1.58,RM_type_B,Contract,Male,32,N,0,level_4,2012,,2,2,1,0,0,0,0,,,,,,
JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,35,Y,1,,,4.0,4,2,2,0,12,0,0,73.37666666666667,78.69,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,36,Y,2,,,4.0,4,2,3,0,3,2,0,74.30999999999997,76.91,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Male,32,N,0,level_4,2015,,1,1,1,0,0,0,0,,,,,,
JG04,2.75,PG03,2.75,0.5,RM_type_A,Permanent,Male,30,N,0,level_4,2011,6.0,6,2,5,0,6,0,1,65.09333333333333,66.87,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,32,Y,0,level_4,2010,5.0,5,4,5,0,4,1,0,54.76666666666667,50.21,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.75,PG03,1.75,2.42,RM_type_A,Permanent,Male,33,Y,0,level_4,2011,4.0,4,3,3,0,10,0,0,69.54666666666667,69.54,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,32,Y,0,level_4,2010,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,31,Y,0,level_4,2011,4.0,4,2,3,0,8,0,0,67.49,67.38,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.0,PG03,2.0,0.5,RM_type_C,Permanent,Male,32,Y,0,level_4,2010,4.0,4,3,4,0,1,1,0,82.00333333333333,85.7,1.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.75,PG03,1.75,2.42,RM_type_B,Permanent,Male,32,Y,2,,,4.0,4,2,3,0,4,0,0,66.75,74.17,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Male,29,Y,0,level_4,2012,2.0,2,2,2,0,3,5,0,10.0,10.0,0.0,,,
JG04,0.5,PG03,0.5,1.33,RM_type_B,Permanent,Male,30,N,0,level_4,2014,1.0,1,1,2,0,0,0,0,,,,,,
JG04,0.5,PG03,0.5,0.33,RM_type_B,Permanent,Male,31,Y,0,level_4,2013,1.0,1,2,2,0,0,0,0,,,,,,
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,32,N,0,,,4.0,4,2,2,0,4,0,0,75.89333333333333,74.36,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,2.0,PG03,2.0,2.42,RM_type_A,Permanent,Male,33,Y,0,level_4,2005,6.0,6,3,3,0,6,0,0,60.84,64.41,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,2.0,PG03,2.0,1.5,RM_type_A,Permanent,Male,31,Y,1,,,4.0,4,2,3,0,3,0,0,69.37666666666668,69.65,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.67,PG03,1.67,1.5,RM_type_B,Permanent,Female,30,N,0,level_4,2012,3.0,3,2,3,0,2,19,0,67.93333333333332,68.32,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.5,PG03,0.5,1.33,RM_type_B,Permanent,Male,31,Y,1,level_4,2012,1.0,1,1,2,0,0,0,0,,,,,,
JG03,0.17,PG01,0.17,0.17,RM_type_B,Contract,Female,31,N,0,level_4,2011,,1,1,1,0,0,0,0,,,,,,
JG04,2.0,PG03,2.0,2.42,RM_type_A,Permanent,Male,34,Y,1,level_4,2010,4.0,4,2,2,0,5,0,0,58.223333333333336,61.03,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.0,PG03,2.0,1.5,RM_type_A,Permanent,Male,33,Y,0,,,4.0,4,3,3,0,2,0,0,81.81333333333333,82.56,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,27,N,0,level_4,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,32,Y,0,,,6.0,6,3,2,0,9,0,0,80.06,81.35,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,2.0,PG03,2.0,1.5,RM_type_C,Permanent,Male,31,Y,1,level_4,2011,4.0,4,2,3,0,4,0,0,116.37,117.6,3.0,Pencapaian > 1.5,Pencapaian 50%-100%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_A,Permanent,Male,32,N,0,level_3,2012,3.0,3,2,3,0,2,0,0,111.97666666666667,116.36,3.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,0.5,PG03,0.5,1.33,RM_type_B,Permanent,Male,31,Y,0,level_4,2012,1.0,1,1,2,0,1,0,0,,,,,,
JG04,8.0,PG04,3.0,2.42,RM_type_C,Permanent,Female,40,Y,3,level_4,2002,15.0,16,6,8,1,12,1,1,59.55,64.49,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Male,33,Y,2,level_4,2011,4.0,4,3,3,0,2,3,0,69.62333333333333,78.46,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_B,Permanent,Male,34,Y,2,,,4.0,4,2,4,0,4,2,0,83.04666666666667,89.69,1.0,Pencapaian > 1.5,Pencapaian < 50%,reached
JG04,0.5,PG03,0.5,1.33,RM_type_B,Permanent,Female,32,N,0,level_4,2011,1.0,1,1,2,0,0,0,0,,,,,,
JG04,0.5,PG03,0.5,1.33,RM_type_B,Permanent,Male,29,N,0,level_4,2013,1.0,1,1,2,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,2.42,RM_type_B,Permanent,Male,31,Y,0,level_4,2013,3.0,3,2,3,0,4,1,0,90.35666666666668,105.97,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_A,Permanent,Male,30,Y,2,level_4,2013,3.0,3,2,3,0,8,0,1,43.19,44.76,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,31,N,0,level_4,2011,1.0,1,1,1,0,0,0,0,,,,,,
JG04,2.75,PG03,2.75,0.5,RM_type_A,Permanent,Male,34,Y,2,level_4,2008,6.0,6,4,4,0,2,0,1,65.18,71.88,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,2.0,PG03,2.0,1.5,RM_type_B,Permanent,Male,33,Y,1,level_4,2010,6.0,6,3,4,0,6,3,0,60.03333333333334,66.69,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,32,Y,2,,,4.0,4,3,2,0,2,0,0,115.67666666666666,116.59,3.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Male,27,N,0,level_4,2015,,1,1,1,0,0,0,0,,,,,,
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,31,Y,2,level_4,2011,3.0,3,2,2,0,3,0,0,64.14,63.47,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,0.5,PG03,0.5,0.33,RM_type_B,Permanent,Female,32,N,0,level_4,2011,1.0,1,2,2,0,0,0,0,,,,,,
JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,28,N,0,level_4,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Male,31,Y,1,level_4,2011,4.0,4,3,4,0,6,0,0,82.92666666666666,86.09,1.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,31,N,0,level_4,2011,3.0,3,2,3,0,5,0,0,65.22,72.23,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,0.5,PG03,0.5,1.33,RM_type_B,Permanent,Male,34,N,0,level_3,2011,1.0,1,1,2,0,1,0,0,,,,,,
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,32,Y,2,,,4.0,4,3,3,0,2,2,1,59.35666666666666,66.14,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,33,Y,1,,,4.0,4,3,2,0,2,0,1,56.71333333333333,75.1,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.42,RM_type_B,Permanent,Female,35,Y,2,level_4,2008,3.0,3,2,3,0,2,0,1,67.46666666666667,66.01,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.25,PG03,0.25,0.25,RM_type_B,Permanent,Male,28,N,0,level_4,2013,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,1.5,RM_type_C,Permanent,Female,30,Y,1,level_3,2011,6.0,6,2,4,0,3,0,0,92.06333333333332,104.35,2.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,1.17,PG03,1.17,2.5,RM_type_A,Permanent,Male,30,N,0,level_4,2012,3.0,3,2,3,0,0,0,0,52.25333333333333,60.37,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Male,30,Y,0,level_4,2012,3.0,3,3,3,0,3,0,0,55.76333333333333,61.9,0.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,0.83,PG03,0.83,0.5,RM_type_B,Permanent,Male,30,N,0,level_4,2013,1.0,1,2,1,0,0,0,0,,,,,,
JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Male,31,N,0,level_4,2015,,1,1,1,0,0,0,0,,,,,,
JG04,8.17,PG03,3.5,2.5,RM_type_A,Permanent,Male,38,Y,2,level_3,2001,15.0,16,15,9,0,3,0,0,49.01666666666667,51.46,0.0,Pencapaian > 1.5,Pencapaian < 50%,not reached
JG04,1.25,PG03,1.25,1.58,RM_type_A,Permanent,Male,35,N,0,level_3,2008,4.0,4,4,3,0,0,0,0,59.49333333333333,78.22,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.33,PG03,1.33,0.5,RM_type_A,Permanent,Female,34,N,0,level_4,2009,3.0,3,2,4,0,3,0,0,41.77,57.65,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG03,1.0,PG01,1.0,0.83,RM_type_B,Contract,Male,27,N,0,level_4,2016,,1,2,1,0,0,0,0,,,,,,
JG04,1.0,PG03,1.0,1.0,RM_type_B,Permanent,Male,30,Y,1,level_4,2016,1.0,1,1,1,0,0,0,0,,,,,,
JG04,1.5,PG03,1.5,0.25,RM_type_B,Permanent,Female,35,Y,1,level_4,2007,6.0,6,3,7,0,6,0,0,84.83999999999997,88.65,1.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.67,PG03,1.67,1.25,RM_type_A,Permanent,Male,34,Y,0,level_4,2010,6.0,6,4,3,0,4,0,0,80.41000000000003,87.04,2.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,35,N,0,level_4,2013,4.0,4,4,2,0,1,0,1,75.14999999999998,94.35,1.0,Pencapaian 50%-100%,Pencapaian 100%-150%,not reached
JG04,1.33,PG03,1.33,0.25,RM_type_B,Permanent,Male,36,N,0,level_4,2008,3.0,3,3,3,0,0,0,0,13.423333333333336,13.63,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
